carat,cut,color,clarity,depth,table,z,x,y,price
30775,30775,30775,30775,0.4,0,5,1,4.74,54.0,741
30776,30776,30776,30776,0.4,0,5,1,4.74,54.0,741
30777,30777,30777,30777,0.3,0,6,4,4.38,56.0,741
30778,30778,30778,30778,0.3,1,6,4,4.33,59.0,741
30779,30779,30779,30779,0.33,0,0,4,4.49,54.0,741
30780,30780,30780,30780,0.4,0,6,1,4.71,55.0,741
30781,30781,30781,30781,0.33,1,0,4,4.44,59.0,741
30782,30782,30782,30782,0.39,3,5,2,4.65,62.0,741
30783,30783,30783,30783,0.3,3,0,4,4.28,56.0,742
30784,30784,30784,30784,0.36,3,0,4,4.6,59.0,742
30785,30785,30785,30785,0.33,3,6,2,4.45,53.0,742
30786,30786,30786,30786,0.3,3,6,2,4.25,58.0,742
30787,30787,30787,30787,0.3,3,6,2,4.25,58.0,742
30788,30788,30788,30788,0.3,0,0,4,4.34,56.0,742
30789,30789,30789,30789,0.3,0,0,4,4.3,56.0,742
30790,30790,30790,30790,0.3,0,0,4,4.34,56.0,742
30791,30791,30791,30791,0.3,0,0,4,4.32,54.0,742
30792,30792,30792,30792,0.3,0,0,4,4.33,57.0,742
30793,30793,30793,30793,0.3,0,0,4,4.31,54.0,742
30794,30794,30794,30794,0.3,0,0,4,4.31,54.0,742
30795,30795,30795,30795,0.41,0,1,3,4.74,57.0,742
30796,30796,30796,30796,0.36,0,0,3,4.57,55.0,742
30797,30797,30797,30797,0.3,0,6,2,4.31,58.0,742
30798,30798,30798,30798,0.34,0,6,2,4.5,56.0,742
30799,30799,30799,30799,0.3,0,6,2,4.27,57.0,742
30800,30800,30800,30800,0.3,0,6,2,4.29,59.0,742
30801,30801,30801,30801,0.43,0,4,0,4.88,57.0,742
30802,30802,30802,30802,0.31,2,4,5,4.21,61.0,742
30803,30803,30803,30803,0.3,2,4,7,4.3,63.0,742
30804,30804,30804,30804,0.4,2,6,2,4.67,55.0,742
30805,30805,30805,30805,0.3,3,0,4,4.26,57.0,743
30806,30806,30806,30806,0.3,3,5,7,4.35,58.0,743
30807,30807,30807,30807,0.3,4,4,4,4.19,61.0,743
30808,30808,30808,30808,0.3,0,0,4,4.3,55.0,743
30809,30809,30809,30809,0.35,0,3,5,4.5,53.9,743
30810,30810,30810,30810,0.31,0,5,5,4.35,55.0,743
30811,30811,30811,30811,0.41,0,3,3,4.78,55.0,743
30812,30812,30812,30812,0.38,0,5,3,4.67,55.0,743
30813,30813,30813,30813,0.38,0,5,3,4.62,57.0,743
30814,30814,30814,30814,0.39,2,5,3,4.7,60.6,743
30815,30815,30815,30815,0.33,1,5,3,4.45,60.0,743
30816,30816,30816,30816,0.33,0,5,3,4.42,54.0,743
30817,30817,30817,30817,0.33,3,0,1,4.43,56.0,743
30818,30818,30818,30818,0.33,0,0,1,4.46,57.0,743
30819,30819,30819,30819,0.33,1,0,1,4.56,58.0,743
30820,30820,30820,30820,0.33,2,0,1,4.38,55.0,743
30821,30821,30821,30821,0.33,3,0,1,4.4,55.0,743
30822,30822,30822,30822,0.33,1,0,1,4.45,56.0,743
30823,30823,30823,30823,0.33,0,1,4,4.43,56.0,743
30824,30824,30824,30824,0.33,1,1,4,4.44,59.0,743
30825,30825,30825,30825,0.33,0,1,4,4.44,57.0,743
30826,30826,30826,30826,0.33,1,1,4,4.45,56.0,743
30827,30827,30827,30827,0.33,1,1,4,4.47,59.0,743
30828,30828,30828,30828,0.33,0,1,4,4.45,54.0,743
30829,30829,30829,30829,0.33,1,1,4,4.46,58.0,743
30830,30830,30830,30830,0.33,1,1,4,4.45,58.0,743
30831,30831,30831,30831,0.33,1,1,4,4.48,58.0,743
30832,30832,30832,30832,0.33,2,1,4,4.4,56.0,743
30833,30833,30833,30833,0.33,1,3,2,4.53,59.0,743
30834,30834,30834,30834,0.33,0,3,2,4.54,57.0,743
30835,30835,30835,30835,0.33,1,3,2,4.55,58.0,743
30836,30836,30836,30836,0.33,1,3,2,4.52,61.0,743
30837,30837,30837,30837,0.33,1,3,2,4.53,59.0,743
30838,30838,30838,30838,0.33,0,3,2,4.49,57.0,743
30839,30839,30839,30839,0.33,0,3,2,4.47,54.0,743
30840,30840,30840,30840,0.33,1,3,2,4.5,59.0,743
30841,30841,30841,30841,0.33,0,3,2,4.47,56.0,743
30842,30842,30842,30842,0.33,0,3,2,4.48,56.0,743
30843,30843,30843,30843,0.33,0,3,2,4.46,56.0,743
30844,30844,30844,30844,0.33,1,3,2,4.45,58.0,743
30845,30845,30845,30845,0.33,1,3,2,4.46,59.0,743
30846,30846,30846,30846,0.33,0,3,2,4.46,55.0,743
30847,30847,30847,30847,0.33,1,3,2,4.47,62.0,743
30848,30848,30848,30848,0.33,1,3,2,4.4,59.0,743
30849,30849,30849,30849,0.33,1,3,2,4.46,58.0,743
30850,30850,30850,30850,0.33,1,5,3,4.53,61.0,743
30851,30851,30851,30851,0.33,0,5,3,4.49,55.0,743
30852,30852,30852,30852,0.33,1,5,3,4.5,56.0,743
30853,30853,30853,30853,0.33,0,5,3,4.52,55.0,743
30854,30854,30854,30854,0.33,1,5,3,4.49,58.0,743
30855,30855,30855,30855,0.33,1,5,3,4.51,61.0,743
30856,30856,30856,30856,0.33,1,5,3,4.49,61.0,743
30857,30857,30857,30857,0.33,0,5,3,4.47,57.0,743
30858,30858,30858,30858,0.33,1,5,3,4.47,58.0,743
30859,30859,30859,30859,0.33,0,5,3,4.47,56.0,743
30860,30860,30860,30860,0.33,0,5,3,4.47,57.0,743
30861,30861,30861,30861,0.33,0,5,3,4.46,55.0,743
30862,30862,30862,30862,0.33,1,5,3,4.47,59.0,743
30863,30863,30863,30863,0.33,1,5,3,4.46,59.0,743
30864,30864,30864,30864,0.33,0,5,3,4.44,56.0,743
30865,30865,30865,30865,0.33,1,5,3,4.44,58.0,743
30866,30866,30866,30866,0.33,1,5,3,4.45,58.0,743
30867,30867,30867,30867,0.33,1,5,3,4.46,62.0,743
30868,30868,30868,30868,0.33,0,5,3,4.47,55.0,743
30869,30869,30869,30869,0.33,1,5,3,4.44,56.0,743
30870,30870,30870,30870,0.33,0,5,3,4.41,56.0,743
30871,30871,30871,30871,0.33,0,5,3,4.41,57.0,743
30872,30872,30872,30872,0.33,0,5,3,4.43,57.0,743
30873,30873,30873,30873,0.33,1,5,3,4.46,59.0,743
30874,30874,30874,30874,0.33,1,5,3,4.4,58.0,743
30875,30875,30875,30875,0.33,1,0,1,4.47,59.0,743
30876,30876,30876,30876,0.33,1,0,1,4.47,57.0,743
30877,30877,30877,30877,0.33,1,0,1,4.47,58.0,743
30878,30878,30878,30878,0.33,1,0,1,4.5,58.0,743
30879,30879,30879,30879,0.33,1,0,1,4.49,60.0,743
30880,30880,30880,30880,0.33,1,0,1,4.55,58.0,743
30881,30881,30881,30881,0.33,0,0,1,4.43,54.0,743
30882,30882,30882,30882,0.33,1,0,1,4.43,59.0,743
30883,30883,30883,30883,0.33,0,0,1,4.43,56.0,743
30884,30884,30884,30884,0.33,0,0,1,4.45,55.0,743
30885,30885,30885,30885,0.33,0,0,1,4.45,55.0,743
30886,30886,30886,30886,0.33,0,0,1,4.42,54.0,743
30887,30887,30887,30887,0.33,1,0,1,4.43,60.0,743
30888,30888,30888,30888,0.33,1,0,1,4.44,60.0,743
30889,30889,30889,30889,0.42,3,0,1,4.85,61.0,743
30890,30890,30890,30890,0.42,0,0,1,4.79,55.0,743
30891,30891,30891,30891,0.32,3,0,4,4.34,56.0,744
30892,30892,30892,30892,0.38,3,0,3,4.67,58.0,744
30893,30893,30893,30893,0.38,0,1,5,4.69,58.0,744
30894,30894,30894,30894,0.35,0,0,3,4.53,57.0,744
30895,30895,30895,30895,0.35,0,0,1,4.55,55.0,744
30896,30896,30896,30896,0.41,0,6,1,4.77,56.0,744
30897,30897,30897,30897,0.41,0,6,1,4.77,55.0,744
30898,30898,30898,30898,0.41,0,6,1,4.74,53.0,744
30899,30899,30899,30899,0.41,0,6,1,4.81,57.0,744
30900,30900,30900,30900,0.31,2,4,3,4.3,59.0,744
30901,30901,30901,30901,0.31,0,4,2,4.37,55.0,744
30902,30902,30902,30902,0.39,0,5,3,4.74,54.0,745
30903,30903,30903,30903,0.39,0,5,3,4.69,57.0,745
30904,30904,30904,30904,0.31,0,0,3,4.36,57.0,745
30905,30905,30905,30905,0.32,0,0,2,4.41,56.0,745
30906,30906,30906,30906,0.4,0,5,0,4.78,56.0,745
30907,30907,30907,30907,0.37,0,5,1,4.62,55.0,745
30908,30908,30908,30908,0.43,0,4,1,4.88,55.0,745
30909,30909,30909,30909,0.34,3,0,3,4.43,58.0,745
30910,30910,30910,30910,0.34,0,0,3,4.46,55.0,745
30911,30911,30911,30911,0.34,0,0,3,4.48,55.0,745
30912,30912,30912,30912,0.34,0,0,3,4.47,55.0,745
30913,30913,30913,30913,0.34,1,0,3,4.49,60.0,745
30914,30914,30914,30914,0.34,0,0,3,4.48,55.0,745
30915,30915,30915,30915,0.34,0,4,2,4.44,56.0,745
30916,30916,30916,30916,0.34,1,0,3,4.45,60.0,745
30917,30917,30917,30917,0.34,0,0,3,4.5,54.0,745
30918,30918,30918,30918,0.34,0,0,3,4.48,54.0,745
30919,30919,30919,30919,0.34,0,0,3,4.43,55.0,745
30920,30920,30920,30920,0.34,0,4,2,4.49,57.0,745
30921,30921,30921,30921,0.34,3,0,3,4.43,58.0,745
30922,30922,30922,30922,0.34,3,0,3,4.56,59.0,745
30923,30923,30923,30923,0.34,1,0,3,4.43,58.0,745
30924,30924,30924,30924,0.34,0,0,3,4.45,57.0,745
30925,30925,30925,30925,0.35,0,4,4,4.52,56.0,745
30926,30926,30926,30926,0.35,3,3,5,4.52,62.0,745
30927,30927,30927,30927,0.34,1,4,2,4.51,58.0,745
30928,30928,30928,30928,0.34,0,0,3,4.45,56.0,745
30929,30929,30929,30929,0.34,1,0,3,4.48,59.0,745
30930,30930,30930,30930,0.26,0,3,2,4.12,56.0,448
30931,30931,30931,30931,0.33,0,3,0,4.45,54.0,448
30932,30932,30932,30932,0.24,3,3,4,4.01,57.0,449
30933,30933,30933,30933,0.24,3,3,4,4.02,57.0,449
30934,30934,30934,30934,0.24,3,3,4,3.97,57.0,449
30935,30935,30935,30935,0.24,3,3,4,3.99,56.0,449
30936,30936,30936,30936,0.24,3,5,4,4.0,56.0,449
30937,30937,30937,30937,0.24,3,5,4,4.0,57.0,449
30938,30938,30938,30938,0.24,3,5,4,3.99,56.0,449
30939,30939,30939,30939,0.24,3,3,5,4.01,56.0,449
30940,30940,30940,30940,0.24,3,3,5,3.99,56.0,449
30941,30941,30941,30941,0.27,3,0,3,4.3,57.0,449
30942,30942,30942,30942,0.24,3,3,7,4.04,56.0,449
30943,30943,30943,30943,0.24,0,3,5,3.99,56.0,449
30944,30944,30944,30944,0.27,0,3,2,4.12,56.0,449
30945,30945,30945,30945,0.32,0,6,0,4.38,55.0,449
30946,30946,30946,30946,0.32,0,5,1,4.4,55.0,449
30947,30947,30947,30947,0.23,3,6,0,3.87,57.0,449
30948,30948,30948,30948,0.32,1,3,1,4.36,60.0,449
30949,30949,30949,30949,0.32,3,3,1,4.38,59.0,449
30950,30950,30950,30950,0.32,3,0,0,4.35,58.0,449
30951,30951,30951,30951,0.32,0,1,3,4.39,57.0,449
30952,30952,30952,30952,0.32,3,3,1,4.34,58.0,449
30953,30953,30953,30953,0.32,0,1,3,4.38,55.0,449
30954,30954,30954,30954,0.32,3,1,3,4.33,58.0,449
30955,30955,30955,30955,0.32,1,0,0,4.39,58.0,449
30956,30956,30956,30956,0.32,0,0,0,4.36,55.0,449
30957,30957,30957,30957,0.32,0,1,3,4.35,57.0,449
30958,30958,30958,30958,0.32,0,1,3,4.36,57.0,449
30959,30959,30959,30959,0.32,3,1,3,4.38,56.0,449
30960,30960,30960,30960,0.4,3,3,3,4.72,56.0,746
30961,30961,30961,30961,0.46,0,2,3,4.96,56.0,746
30962,30962,30962,30962,0.36,0,5,2,4.6,56.0,746
30963,30963,30963,30963,0.36,0,5,2,4.63,55.0,746
30964,30964,30964,30964,0.37,0,4,1,4.61,56.0,746
30965,30965,30965,30965,0.39,1,5,0,4.71,54.0,746
30966,30966,30966,30966,0.39,3,2,3,4.63,56.0,746
30967,30967,30967,30967,0.38,0,1,1,4.63,56.0,746
30968,30968,30968,30968,0.38,1,1,1,4.68,60.0,746
30969,30969,30969,30969,0.38,1,1,1,4.72,58.0,746
30970,30970,30970,30970,0.39,1,2,3,4.68,60.0,746
30971,30971,30971,30971,0.39,0,2,3,4.72,57.0,746
30972,30972,30972,30972,0.37,3,5,2,4.63,61.0,746
30973,30973,30973,30973,0.4,3,6,3,4.69,58.0,746
30974,30974,30974,30974,0.38,3,4,2,4.66,61.0,746
30975,30975,30975,30975,0.37,1,4,3,4.63,58.0,746
30976,30976,30976,30976,0.37,0,4,3,4.63,56.0,746
30977,30977,30977,30977,0.37,1,4,3,4.64,59.0,746
30978,30978,30978,30978,0.37,1,4,3,4.54,58.0,746
30979,30979,30979,30979,0.37,3,4,3,4.59,60.0,746
30980,30980,30980,30980,0.37,1,4,3,4.57,59.0,746
30981,30981,30981,30981,0.37,2,4,3,4.56,56.0,746
30982,30982,30982,30982,0.37,1,4,3,4.55,58.0,746
30983,30983,30983,30983,0.37,2,5,2,4.57,56.0,746
30984,30984,30984,30984,0.37,1,5,2,4.58,58.0,746
30985,30985,30985,30985,0.37,3,5,2,4.57,58.0,746
30986,30986,30986,30986,0.37,0,4,3,4.63,57.0,746
30987,30987,30987,30987,0.37,3,4,3,4.61,58.0,746
30988,30988,30988,30988,0.37,3,3,4,4.54,59.0,746
30989,30989,30989,30989,0.37,1,3,4,4.6,58.0,746
30990,30990,30990,30990,0.37,0,4,3,4.59,56.0,746
30991,30991,30991,30991,0.37,1,4,3,4.63,59.0,746
30992,30992,30992,30992,0.37,1,5,2,4.67,58.0,746
30993,30993,30993,30993,0.37,1,4,3,4.63,58.0,746
30994,30994,30994,30994,0.3,0,5,5,4.36,58.0,747
30995,30995,30995,30995,0.3,0,5,5,4.31,55.0,747
30996,30996,30996,30996,0.41,0,1,3,4.8,55.0,747
30997,30997,30997,30997,0.35,0,4,3,4.55,54.0,747
30998,30998,30998,30998,0.36,0,0,3,4.6,54.0,747
30999,30999,30999,30999,0.36,0,0,2,4.59,56.0,747
31000,31000,31000,31000,0.35,0,0,2,4.51,57.0,747
31001,31001,31001,31001,0.37,0,4,1,4.65,55.0,747
31002,31002,31002,31002,0.32,3,0,5,4.44,61.0,748
31003,31003,31003,31003,0.41,2,3,1,4.72,54.0,748
31004,31004,31004,31004,0.45,0,1,3,4.92,55.0,748
31005,31005,31005,31005,0.39,0,5,1,4.73,54.0,748
31006,31006,31006,31006,0.29,0,4,7,4.27,56.0,748
31007,31007,31007,31007,0.35,0,4,1,4.55,55.0,748
31008,31008,31008,31008,0.35,1,4,1,4.6,58.0,748
31009,31009,31009,31009,0.35,0,4,1,4.52,56.0,748
31010,31010,31010,31010,0.35,1,4,1,4.54,58.0,748
31011,31011,31011,31011,0.35,1,4,1,4.53,58.0,748
31012,31012,31012,31012,0.35,0,4,1,4.52,54.0,748
31013,31013,31013,31013,0.35,2,4,1,4.52,54.0,748
31014,31014,31014,31014,0.35,3,4,1,4.51,56.0,748
31015,31015,31015,31015,0.31,3,0,4,4.32,56.0,749
31016,31016,31016,31016,0.31,3,5,5,4.36,55.0,749
31017,31017,31017,31017,0.31,0,0,5,4.43,60.0,749
31018,31018,31018,31018,0.41,2,4,3,4.8,63.0,749
31019,31019,31019,31019,0.31,0,4,3,4.39,56.0,749
31020,31020,31020,31020,0.37,1,1,2,4.61,59.0,749
31021,31021,31021,31021,0.37,2,3,3,4.56,55.0,749
31022,31022,31022,31022,0.37,1,3,3,4.67,61.0,749
31023,31023,31023,31023,0.31,1,5,2,4.45,61.0,749
31024,31024,31024,31024,0.31,0,5,2,4.37,55.0,749
31025,31025,31025,31025,0.31,1,4,3,4.48,61.0,749
31026,31026,31026,31026,0.31,1,4,3,4.45,58.0,749
31027,31027,31027,31027,0.31,0,4,3,4.41,57.0,749
31028,31028,31028,31028,0.31,0,4,3,4.39,56.0,749
31029,31029,31029,31029,0.31,1,4,3,4.4,61.0,749
31030,31030,31030,31030,0.31,0,4,3,4.38,56.0,749
31031,31031,31031,31031,0.31,0,4,3,4.34,57.0,749
31032,31032,31032,31032,0.31,3,4,3,4.32,55.0,749
31033,31033,31033,31033,0.31,1,4,3,4.33,57.0,749
31034,31034,31034,31034,0.31,2,4,3,4.33,54.0,749
31035,31035,31035,31035,0.31,2,4,3,4.31,59.0,749
31036,31036,31036,31036,0.37,1,3,3,4.64,58.0,749
31037,31037,31037,31037,0.31,3,5,2,4.31,57.0,749
31038,31038,31038,31038,0.34,0,6,2,4.51,57.0,749
31039,31039,31039,31039,0.34,0,6,2,4.49,56.0,749
31040,31040,31040,31040,0.34,0,6,2,4.5,56.0,749
31041,31041,31041,31041,0.38,3,1,2,4.65,55.0,750
31042,31042,31042,31042,0.39,0,1,4,4.67,56.0,750
31043,31043,31043,31043,0.33,0,4,4,4.43,55.0,750
31044,31044,31044,31044,0.4,2,1,4,4.75,62.0,750
31045,31045,31045,31045,0.34,0,6,1,4.53,55.0,750
31046,31046,31046,31046,0.34,1,6,1,4.47,58.0,750
31047,31047,31047,31047,0.41,0,3,2,4.73,56.0,750
31048,31048,31048,31048,0.42,3,5,1,4.8,54.0,751
31049,31049,31049,31049,0.4,0,1,4,4.69,54.0,751
31050,31050,31050,31050,0.34,0,5,4,4.49,53.0,751
31051,31051,31051,31051,0.3,0,4,4,4.3,55.0,751
31052,31052,31052,31052,0.34,0,3,5,4.5,53.0,751
31053,31053,31053,31053,0.34,0,3,5,4.51,56.0,751
31054,31054,31054,31054,0.38,0,0,3,4.61,57.0,751
31055,31055,31055,31055,0.38,3,1,5,4.6,57.0,752
31056,31056,31056,31056,0.38,3,4,3,4.73,57.0,752
31057,31057,31057,31057,0.24,0,0,5,4.01,56.0,752
31058,31058,31058,31058,0.39,0,5,2,4.68,56.0,752
31059,31059,31059,31059,0.31,0,6,2,4.39,57.0,752
31060,31060,31060,31060,0.38,2,4,3,4.56,58.0,752
31061,31061,31061,31061,0.27,1,0,4,4.18,59.0,752
31062,31062,31062,31062,0.27,0,0,5,4.19,56.0,752
31063,31063,31063,31063,0.27,2,0,5,4.1,57.0,752
31064,31064,31064,31064,0.27,0,6,4,4.18,56.0,752
31065,31065,31065,31065,0.27,0,6,5,4.2,57.0,752
31066,31066,31066,31066,0.33,3,5,4,4.42,57.0,752
31067,31067,31067,31067,0.33,1,5,4,4.44,58.0,752
31068,31068,31068,31068,0.33,0,5,4,4.48,57.0,752
31069,31069,31069,31069,0.33,1,5,4,4.41,59.0,752
31070,31070,31070,31070,0.33,1,5,4,4.39,59.0,752
31071,31071,31071,31071,0.33,0,5,4,4.42,55.0,752
31072,31072,31072,31072,0.33,0,3,5,4.42,55.0,752
31073,31073,31073,31073,0.33,1,5,4,4.52,60.0,752
31074,31074,31074,31074,0.3,2,4,5,4.17,59.0,752
31075,31075,31075,31075,0.33,3,5,4,4.43,57.0,752
31076,31076,31076,31076,0.33,3,5,4,4.39,58.0,752
31077,31077,31077,31077,0.33,1,5,4,4.39,58.0,752
31078,31078,31078,31078,0.33,0,5,4,4.45,56.0,752
31079,31079,31079,31079,0.33,3,5,4,4.45,59.0,752
31080,31080,31080,31080,0.3,3,6,4,4.27,56.0,752
31081,31081,31081,31081,0.33,1,3,5,4.42,59.0,752
31082,31082,31082,31082,0.31,3,0,5,4.41,57.0,752
31083,31083,31083,31083,0.33,0,5,4,4.42,56.0,752
31084,31084,31084,31084,0.33,0,3,5,4.46,56.0,752
31085,31085,31085,31085,0.33,1,5,4,4.47,58.0,752
31086,31086,31086,31086,0.33,0,3,5,4.4,55.0,752
31087,31087,31087,31087,0.3,2,6,4,4.25,55.0,752
31088,31088,31088,31088,0.33,3,5,4,4.45,63.0,752
31089,31089,31089,31089,0.33,0,5,4,4.41,54.0,752
31090,31090,31090,31090,0.33,3,5,4,4.38,57.0,752
31091,31091,31091,31091,0.33,3,5,4,4.39,57.0,752
31092,31092,31092,31092,0.3,1,6,4,4.26,58.0,752
31093,31093,31093,31093,0.33,0,5,4,4.41,55.0,752
31094,31094,31094,31094,0.36,3,5,4,4.56,56.0,753
31095,31095,31095,31095,0.36,3,3,5,4.57,55.0,753
31096,31096,31096,31096,0.3,3,5,5,4.25,56.0,753
31097,31097,31097,31097,0.41,3,0,1,4.86,59.0,753
31098,31098,31098,31098,0.41,0,1,4,4.79,56.0,753
31099,31099,31099,31099,0.3,0,5,5,4.27,55.0,753
31100,31100,31100,31100,0.3,0,5,5,4.27,56.0,753
31101,31101,31101,31101,0.3,0,5,5,4.26,58.0,753
31102,31102,31102,31102,0.34,0,6,3,4.49,58.0,753
31103,31103,31103,31103,0.41,0,1,2,4.81,53.0,753
31104,31104,31104,31104,0.36,0,0,2,4.58,55.0,753
31105,31105,31105,31105,0.41,0,4,1,4.76,57.0,753
31106,31106,31106,31106,0.4,1,5,3,4.74,58.0,753
31107,31107,31107,31107,0.4,1,5,3,4.75,58.0,753
31108,31108,31108,31108,0.42,3,4,1,4.81,58.0,753
31109,31109,31109,31109,0.41,3,2,4,4.67,60.0,754
31110,31110,31110,31110,0.31,3,4,4,4.36,56.0,754
31111,31111,31111,31111,0.31,3,4,4,4.34,55.0,754
31112,31112,31112,31112,0.3,3,6,4,4.29,56.0,754
31113,31113,31113,31113,0.3,3,6,4,4.27,55.0,754
31114,31114,31114,31114,0.42,3,3,1,4.84,57.0,754
31115,31115,31115,31115,0.33,0,5,4,4.44,53.5,754
31116,31116,31116,31116,0.38,0,3,2,4.67,53.0,754
31117,31117,31117,31117,0.35,0,4,2,4.5,54.0,754
31118,31118,31118,31118,0.37,0,1,7,4.64,56.0,754
31119,31119,31119,31119,0.37,0,1,7,4.65,55.0,754
31120,31120,31120,31120,0.34,2,0,3,4.6,64.0,754
31121,31121,31121,31121,0.41,2,1,2,4.79,60.1,754
31122,31122,31122,31122,0.3,0,4,2,4.35,55.0,754
31123,31123,31123,31123,0.43,3,5,1,4.87,58.0,754
31124,31124,31124,31124,0.43,3,5,1,4.79,59.0,754
31125,31125,31125,31125,0.43,3,5,1,4.8,56.0,754
31126,31126,31126,31126,0.43,3,5,1,4.83,55.0,754
31127,31127,31127,31127,0.31,0,0,2,4.4,55.0,754
31128,31128,31128,31128,0.31,3,3,5,4.45,59.0,755
31129,31129,31129,31129,0.42,3,3,3,4.81,54.0,755
31130,31130,31130,31130,0.3,3,0,2,4.3,56.0,755
31131,31131,31131,31131,0.31,0,0,4,4.34,54.0,755
31132,31132,31132,31132,0.31,0,0,4,4.33,58.0,755
31133,31133,31133,31133,0.31,0,0,4,4.4,62.0,755
31134,31134,31134,31134,0.31,0,0,4,4.4,61.0,755
31135,31135,31135,31135,0.31,0,5,5,4.39,61.0,755
31136,31136,31136,31136,0.31,0,5,5,4.41,62.0,755
31137,31137,31137,31137,0.38,3,5,1,4.67,53.7,755
31138,31138,31138,31138,0.41,3,0,1,4.72,57.0,755
31139,31139,31139,31139,0.41,3,0,1,4.73,57.0,755
31140,31140,31140,31140,0.41,3,0,1,4.72,56.0,755
31141,31141,31141,31141,0.38,3,5,1,4.64,54.0,755
31142,31142,31142,31142,0.38,3,5,1,4.64,54.8,755
31143,31143,31143,31143,0.41,3,4,1,4.74,55.0,755
31144,31144,31144,31144,0.41,0,0,1,4.74,57.0,755
31145,31145,31145,31145,0.41,0,0,1,4.76,54.0,755
31146,31146,31146,31146,0.41,2,3,3,4.77,58.0,755
31147,31147,31147,31147,0.41,3,0,1,4.74,59.0,755
31148,31148,31148,31148,0.41,2,4,1,4.68,59.0,755
31149,31149,31149,31149,0.41,1,4,1,4.82,59.0,755
31150,31150,31150,31150,0.41,0,4,1,4.7,57.0,755
31151,31151,31151,31151,0.41,2,0,1,4.73,57.0,755
31152,31152,31152,31152,0.41,1,4,1,4.75,58.0,755
31153,31153,31153,31153,0.41,1,0,1,4.78,59.0,755
31154,31154,31154,31154,0.41,0,0,1,4.73,55.0,755
31155,31155,31155,31155,0.41,1,0,1,4.76,58.0,755
31156,31156,31156,31156,0.41,2,0,1,4.69,57.0,755
31157,31157,31157,31157,0.41,0,0,1,4.72,57.0,755
31158,31158,31158,31158,0.41,0,1,2,4.8,53.0,755
31159,31159,31159,31159,0.41,3,4,1,4.71,56.0,755
31160,31160,31160,31160,0.41,3,0,1,4.74,55.0,755
31161,31161,31161,31161,0.41,2,4,1,4.68,56.0,755
31162,31162,31162,31162,0.41,3,4,1,4.69,57.0,755
31163,31163,31163,31163,0.41,3,0,1,4.77,56.0,755
31164,31164,31164,31164,0.41,0,0,1,4.74,57.0,755
31165,31165,31165,31165,0.41,1,0,1,4.79,60.0,755
31166,31166,31166,31166,0.41,2,0,1,4.7,58.0,755
31167,31167,31167,31167,0.41,3,0,1,4.78,61.0,755
31168,31168,31168,31168,0.41,2,4,1,4.69,57.0,755
31169,31169,31169,31169,0.41,1,0,1,4.75,58.0,755
31170,31170,31170,31170,0.41,1,4,1,4.77,60.0,755
31171,31171,31171,31171,0.41,1,0,1,4.78,60.0,755
31172,31172,31172,31172,0.41,2,1,2,4.67,57.0,755
31173,31173,31173,31173,0.4,3,4,1,4.66,60.0,756
31174,31174,31174,31174,0.35,0,5,4,4.54,55.0,756
31175,31175,31175,31175,0.35,0,3,5,4.52,55.0,756
31176,31176,31176,31176,0.32,0,6,2,4.42,56.0,756
31177,31177,31177,31177,0.42,0,5,1,4.81,57.0,756
31178,31178,31178,31178,0.32,2,0,2,4.42,64.0,756
31179,31179,31179,31179,0.32,2,0,2,4.42,64.0,756
31180,31180,31180,31180,0.32,1,6,1,4.43,60.0,756
31181,31181,31181,31181,0.32,0,6,1,4.44,57.0,756
31182,31182,31182,31182,0.32,1,6,1,4.49,60.0,756
31183,31183,31183,31183,0.32,0,6,1,4.47,55.0,756
31184,31184,31184,31184,0.32,0,6,1,4.4,57.0,756
31185,31185,31185,31185,0.32,1,6,1,4.4,58.0,756
31186,31186,31186,31186,0.32,0,6,1,4.4,57.0,756
31187,31187,31187,31187,0.32,0,6,1,4.35,56.0,756
31188,31188,31188,31188,0.32,3,6,1,4.39,57.0,756
31189,31189,31189,31189,0.32,2,6,1,4.35,56.0,756
31190,31190,31190,31190,0.32,0,6,1,4.42,57.0,756
31191,31191,31191,31191,0.4,3,2,2,4.7,56.0,756
31192,31192,31192,31192,0.36,1,5,3,4.55,58.0,756
31193,31193,31193,31193,0.36,1,0,1,4.57,59.0,756
31194,31194,31194,31194,0.32,1,1,5,4.45,61.0,756
31195,31195,31195,31195,0.32,0,1,5,4.4,55.0,756
31196,31196,31196,31196,0.32,0,1,5,4.4,55.0,756
31197,31197,31197,31197,0.32,0,1,5,4.4,55.0,756
31198,31198,31198,31198,0.32,0,1,5,4.38,55.0,756
31199,31199,31199,31199,0.32,1,1,5,4.38,58.0,756
31200,31200,31200,31200,0.32,0,6,1,4.53,55.0,756
31201,31201,31201,31201,0.32,1,6,1,4.54,58.0,756
31202,31202,31202,31202,0.32,0,6,1,4.47,57.0,756
31203,31203,31203,31203,0.32,1,6,1,4.47,58.0,756
31204,31204,31204,31204,0.32,1,6,1,4.44,58.0,756
31205,31205,31205,31205,0.32,0,6,1,4.42,57.0,756
31206,31206,31206,31206,0.32,0,6,1,4.43,56.0,756
31207,31207,31207,31207,0.32,1,6,1,4.43,58.0,756
31208,31208,31208,31208,0.32,1,6,1,4.42,59.0,756
31209,31209,31209,31209,0.32,0,6,1,4.42,56.0,756
31210,31210,31210,31210,0.32,0,6,1,4.42,55.0,756
